date,time,event,from_product,from_strategy,from_rank,from_net,to_product,to_strategy,to_rank,to_net,source_file,open_hour
2026-04-07,2026-04-07T23:59:47.558396,replace,EURAUD_C,breakout_R_2_tp20.0_sl10.0,14,520.0,GBPAUD_C,breakout_R_2_tp30.0_sl10.0,1,820.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-07\_summary_net.json,0
2026-04-08,2026-04-08T13:07:35.312531,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl10.0,1,720.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-08\_summary_net_pre_auto_archive.json,0
2026-04-09,2026-04-09T16:32:35.519274,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl20.0,1,1255.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-09\_summary_net_pre_auto_archive.json,0
2026-04-10,2026-04-10T12:52:00.821411,open,,,,,GBPNZD_C,breakout_R_2_tp30.0_sl20.0,1,800.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-10\_summary_net_pre_auto_archive.json,0
2026-04-12,2026-04-12T23:59:46.324343,open,,,,,EURAUD_C,breakout_2_tp30.0_sl20.0,1,205.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-12\_summary_net.json,0
2026-04-13,2026-04-13T22:00:03.141229,open,,,,,EURAUD_C,breakout_R_2_tp30.0_sl50.0,1,560.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-13\_summary_net_pre_auto_archive.json,0
2026-04-14,2026-04-14T14:06:06.485431,open,,,,,GBPNZD_C,breakout_2_tp20.0_sl20.0,1,900.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-14\_summary_net_pre_auto_archive.json,0
2026-04-15,2026-04-15T20:16:42.586494,open,,,,,GBPNZD_C,breakout_2_tp5.0_sl3.0_6d09efd5,1,158940.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-15\_summary_net_pre_auto_archive.json,0
2026-04-15,2026-04-15T23:59:57.858866,replace,GBPNZD_C,breakout_2_tp5.0_sl3.0_6d09efd5,495,-170.0,GBPNZD_C,breakout_R_2_tp20.0_sl20.0,1,620.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-15\_summary_net.json,0
2026-04-16,2026-04-16T17:43:41.269645,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl20.0,1,500.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-16\_summary_net_pre_auto_archive.json,0
2026-04-17,2026-04-17T20:59:42.409341,open,,,,,GBPEUR_C,breakout_R_2_tp10.0_sl20.0_12141c72,1,830.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-17\_summary_net_pre_auto_archive.json,0
2026-03-23,2026-03-23T18:02:44.837556,open,,,,,GBPEUR_C,breakout_R_Rev_4_tp20.0_sl20.0,1,1172.5,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-23\_summary_net_pre_auto_archive.json,1
2026-03-23,2026-03-23T23:59:46.262363,replace,GBPEUR_C,breakout_R_Rev_4_tp20.0_sl20.0,13,780.0,EURNZD_C,breakout_2_tp20.0_sl20.0,1,1120.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-23\_summary_net.json,1
2026-03-24,2026-03-24T22:16:37.568323,open,,,,,EURAUD_C,breakout_R_Rev_3_tp20.0_sl5.0,1,1272.5,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-24\_summary_net_pre_auto_archive.json,1
2026-03-25,2026-03-25T14:03:19.832683,open,,,,,GBPNZD_C,breakout_Rev_4_tp20.0_sl20.0,1,922.5,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-25\_summary_net_pre_auto_archive.json,1
2026-03-26,2026-03-26T21:07:26.758970,open,,,,,GBPAUD_C,breakout_2_tp20.0_sl5.0,1,470.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-26\_summary_net_pre_auto_archive.json,1
2026-03-27,2026-03-27T08:07:01.815928,open,,,,,GBPAUD_C,breakout_2_tp20.0_sl20.0,1,360.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-27\_summary_net.json,1
2026-03-29,2026-03-29T23:59:54.427073,open,,,,,GBPNZD_C,breakout_2_tp3.0_sl20.0,1,10.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-29\_summary_net.json,1
2026-03-30,2026-03-30T15:06:45.023150,open,,,,,EURAUD_C,breakout_R_2_tp20.0_sl20.0,1,360.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-30\_summary_net_pre_auto_archive.json,1
2026-03-31,2026-03-31T22:01:51.305153,open,,,,,GBPAUD_C,breakout_R_2_tp3.0_sl10.0_400f3f6d,1,401350.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-31\_summary_net_pre_auto_archive.json,1
2026-03-31,2026-03-31T23:59:35.152336,replace,GBPAUD_C,breakout_R_2_tp3.0_sl10.0_400f3f6d,417,10.0,GBPNZD_C,breakout_R_2_tp50.0_sl10.0,1,1420.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-31\_summary_net.json,1
2026-04-01,2026-04-01T19:22:47.181535,open,,,,,GBPAUD_C,breakout_R_2_tp10.0_sl20.0,1,880.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-01\_summary_net_pre_auto_archive.json,1
2026-04-02,2026-04-02T22:15:06.738824,open,,,,,EURNZD_C,breakout_R_2_tp30.0_sl50.0,1,1120.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-02\_summary_net_pre_auto_archive.json,1
2026-04-03,2026-04-03T16:56:03.833090,open,,,,,GBPNZD_C,breakout_R_2_tp30.0_sl10.0,1,560.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-03\_summary_net_pre_auto_archive.json,1
2026-04-04,2026-04-04T23:59:58.077919,open,,,,,EURNZD_C,breakout_R_2_tp20.0_sl10.0,1,-20.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-04\_summary_net.json,1
2026-04-05,2026-04-05T23:59:57.386259,open,,,,,EURNZD_C,breakout_R_2_tp30.0_sl10.0,1,280.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-05\_summary_net.json,1
2026-04-06,2026-04-06T18:21:36.397902,open,,,,,GBPEUR_C,breakout_2_tp20.0_sl30.0,1,540.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-06\_summary_net_pre_auto_archive.json,1
2026-04-06,2026-04-06T23:59:49.016204,replace,GBPEUR_C,breakout_2_tp20.0_sl30.0,57,220.0,GBPAUD_C,breakout_2_tp20.0_sl10.0,1,520.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-06\_summary_net.json,1
2026-04-07,2026-04-07T11:25:55.269505,open,,,,,EURAUD_C,breakout_R_2_tp20.0_sl10.0,1,360.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-07\_summary_net_pre_auto_archive.json,1
2026-04-07,2026-04-07T23:59:47.558396,replace,EURAUD_C,breakout_R_2_tp20.0_sl10.0,14,520.0,GBPAUD_C,breakout_R_2_tp30.0_sl10.0,1,820.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-07\_summary_net.json,1
2026-04-08,2026-04-08T13:07:35.312531,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl10.0,1,720.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-08\_summary_net_pre_auto_archive.json,1
2026-04-09,2026-04-09T16:32:35.519274,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl20.0,1,1255.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-09\_summary_net_pre_auto_archive.json,1
2026-04-10,2026-04-10T12:52:00.821411,open,,,,,GBPNZD_C,breakout_R_2_tp30.0_sl20.0,1,800.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-10\_summary_net_pre_auto_archive.json,1
2026-04-12,2026-04-12T23:59:46.324343,open,,,,,EURAUD_C,breakout_2_tp30.0_sl20.0,1,205.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-12\_summary_net.json,1
2026-04-13,2026-04-13T22:00:03.141229,open,,,,,EURAUD_C,breakout_R_2_tp30.0_sl50.0,1,560.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-13\_summary_net_pre_auto_archive.json,1
2026-04-14,2026-04-14T14:06:06.485431,open,,,,,GBPNZD_C,breakout_2_tp20.0_sl20.0,1,900.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-14\_summary_net_pre_auto_archive.json,1
2026-04-15,2026-04-15T20:16:42.586494,open,,,,,GBPNZD_C,breakout_2_tp5.0_sl3.0_6d09efd5,1,158940.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-15\_summary_net_pre_auto_archive.json,1
2026-04-15,2026-04-15T23:59:57.858866,replace,GBPNZD_C,breakout_2_tp5.0_sl3.0_6d09efd5,495,-170.0,GBPNZD_C,breakout_R_2_tp20.0_sl20.0,1,620.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-15\_summary_net.json,1
2026-04-16,2026-04-16T17:43:41.269645,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl20.0,1,500.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-16\_summary_net_pre_auto_archive.json,1
2026-04-17,2026-04-17T20:59:42.409341,open,,,,,GBPEUR_C,breakout_R_2_tp10.0_sl20.0_12141c72,1,830.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-17\_summary_net_pre_auto_archive.json,1
2026-03-23,2026-03-23T18:02:44.837556,open,,,,,GBPEUR_C,breakout_R_Rev_4_tp20.0_sl20.0,1,1172.5,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-23\_summary_net_pre_auto_archive.json,2
2026-03-23,2026-03-23T23:59:46.262363,replace,GBPEUR_C,breakout_R_Rev_4_tp20.0_sl20.0,13,780.0,EURNZD_C,breakout_2_tp20.0_sl20.0,1,1120.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-23\_summary_net.json,2
2026-03-24,2026-03-24T22:16:37.568323,open,,,,,EURAUD_C,breakout_R_Rev_3_tp20.0_sl5.0,1,1272.5,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-24\_summary_net_pre_auto_archive.json,2
2026-03-25,2026-03-25T14:03:19.832683,open,,,,,GBPNZD_C,breakout_Rev_4_tp20.0_sl20.0,1,922.5,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-25\_summary_net_pre_auto_archive.json,2
2026-03-26,2026-03-26T21:07:26.758970,open,,,,,GBPAUD_C,breakout_2_tp20.0_sl5.0,1,470.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-26\_summary_net_pre_auto_archive.json,2
2026-03-27,2026-03-27T08:07:01.815928,open,,,,,GBPAUD_C,breakout_2_tp20.0_sl20.0,1,360.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-27\_summary_net.json,2
2026-03-29,2026-03-29T23:59:54.427073,open,,,,,GBPNZD_C,breakout_2_tp3.0_sl20.0,1,10.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-29\_summary_net.json,2
2026-03-30,2026-03-30T15:06:45.023150,open,,,,,EURAUD_C,breakout_R_2_tp20.0_sl20.0,1,360.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-30\_summary_net_pre_auto_archive.json,2
2026-03-31,2026-03-31T22:01:51.305153,open,,,,,GBPAUD_C,breakout_R_2_tp3.0_sl10.0_400f3f6d,1,401350.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-31\_summary_net_pre_auto_archive.json,2
2026-03-31,2026-03-31T23:59:35.152336,replace,GBPAUD_C,breakout_R_2_tp3.0_sl10.0_400f3f6d,417,10.0,GBPNZD_C,breakout_R_2_tp50.0_sl10.0,1,1420.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-31\_summary_net.json,2
2026-04-01,2026-04-01T19:22:47.181535,open,,,,,GBPAUD_C,breakout_R_2_tp10.0_sl20.0,1,880.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-01\_summary_net_pre_auto_archive.json,2
2026-04-02,2026-04-02T22:15:06.738824,open,,,,,EURNZD_C,breakout_R_2_tp30.0_sl50.0,1,1120.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-02\_summary_net_pre_auto_archive.json,2
2026-04-03,2026-04-03T16:56:03.833090,open,,,,,GBPNZD_C,breakout_R_2_tp30.0_sl10.0,1,560.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-03\_summary_net_pre_auto_archive.json,2
2026-04-04,2026-04-04T23:59:58.077919,open,,,,,EURNZD_C,breakout_R_2_tp20.0_sl10.0,1,-20.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-04\_summary_net.json,2
2026-04-05,2026-04-05T23:59:57.386259,open,,,,,EURNZD_C,breakout_R_2_tp30.0_sl10.0,1,280.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-05\_summary_net.json,2
2026-04-06,2026-04-06T18:21:36.397902,open,,,,,GBPEUR_C,breakout_2_tp20.0_sl30.0,1,540.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-06\_summary_net_pre_auto_archive.json,2
2026-04-06,2026-04-06T23:59:49.016204,replace,GBPEUR_C,breakout_2_tp20.0_sl30.0,57,220.0,GBPAUD_C,breakout_2_tp20.0_sl10.0,1,520.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-06\_summary_net.json,2
2026-04-07,2026-04-07T11:25:55.269505,open,,,,,EURAUD_C,breakout_R_2_tp20.0_sl10.0,1,360.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-07\_summary_net_pre_auto_archive.json,2
2026-04-07,2026-04-07T23:59:47.558396,replace,EURAUD_C,breakout_R_2_tp20.0_sl10.0,14,520.0,GBPAUD_C,breakout_R_2_tp30.0_sl10.0,1,820.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-07\_summary_net.json,2
2026-04-08,2026-04-08T13:07:35.312531,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl10.0,1,720.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-08\_summary_net_pre_auto_archive.json,2
2026-04-09,2026-04-09T16:32:35.519274,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl20.0,1,1255.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-09\_summary_net_pre_auto_archive.json,2
2026-04-10,2026-04-10T12:52:00.821411,open,,,,,GBPNZD_C,breakout_R_2_tp30.0_sl20.0,1,800.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-10\_summary_net_pre_auto_archive.json,2
2026-04-12,2026-04-12T23:59:46.324343,open,,,,,EURAUD_C,breakout_2_tp30.0_sl20.0,1,205.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-12\_summary_net.json,2
2026-04-13,2026-04-13T22:00:03.141229,open,,,,,EURAUD_C,breakout_R_2_tp30.0_sl50.0,1,560.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-13\_summary_net_pre_auto_archive.json,2
2026-04-14,2026-04-14T14:06:06.485431,open,,,,,GBPNZD_C,breakout_2_tp20.0_sl20.0,1,900.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-14\_summary_net_pre_auto_archive.json,2
2026-04-15,2026-04-15T20:16:42.586494,open,,,,,GBPNZD_C,breakout_2_tp5.0_sl3.0_6d09efd5,1,158940.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-15\_summary_net_pre_auto_archive.json,2
2026-04-15,2026-04-15T23:59:57.858866,replace,GBPNZD_C,breakout_2_tp5.0_sl3.0_6d09efd5,495,-170.0,GBPNZD_C,breakout_R_2_tp20.0_sl20.0,1,620.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-15\_summary_net.json,2
2026-04-16,2026-04-16T17:43:41.269645,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl20.0,1,500.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-16\_summary_net_pre_auto_archive.json,2
2026-04-17,2026-04-17T20:59:42.409341,open,,,,,GBPEUR_C,breakout_R_2_tp10.0_sl20.0_12141c72,1,830.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-17\_summary_net_pre_auto_archive.json,2
2026-03-23,2026-03-23T18:02:44.837556,open,,,,,GBPEUR_C,breakout_R_Rev_4_tp20.0_sl20.0,1,1172.5,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-23\_summary_net_pre_auto_archive.json,3
2026-03-23,2026-03-23T23:59:46.262363,replace,GBPEUR_C,breakout_R_Rev_4_tp20.0_sl20.0,13,780.0,EURNZD_C,breakout_2_tp20.0_sl20.0,1,1120.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-23\_summary_net.json,3
2026-03-24,2026-03-24T22:16:37.568323,open,,,,,EURAUD_C,breakout_R_Rev_3_tp20.0_sl5.0,1,1272.5,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-24\_summary_net_pre_auto_archive.json,3
2026-03-25,2026-03-25T14:03:19.832683,open,,,,,GBPNZD_C,breakout_Rev_4_tp20.0_sl20.0,1,922.5,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-25\_summary_net_pre_auto_archive.json,3
2026-03-26,2026-03-26T21:07:26.758970,open,,,,,GBPAUD_C,breakout_2_tp20.0_sl5.0,1,470.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-26\_summary_net_pre_auto_archive.json,3
2026-03-27,2026-03-27T08:07:01.815928,open,,,,,GBPAUD_C,breakout_2_tp20.0_sl20.0,1,360.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-27\_summary_net.json,3
2026-03-29,2026-03-29T23:59:54.427073,open,,,,,GBPNZD_C,breakout_2_tp3.0_sl20.0,1,10.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-29\_summary_net.json,3
2026-03-30,2026-03-30T15:06:45.023150,open,,,,,EURAUD_C,breakout_R_2_tp20.0_sl20.0,1,360.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-30\_summary_net_pre_auto_archive.json,3
2026-03-31,2026-03-31T22:01:51.305153,open,,,,,GBPAUD_C,breakout_R_2_tp3.0_sl10.0_400f3f6d,1,401350.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-31\_summary_net_pre_auto_archive.json,3
2026-03-31,2026-03-31T23:59:35.152336,replace,GBPAUD_C,breakout_R_2_tp3.0_sl10.0_400f3f6d,417,10.0,GBPNZD_C,breakout_R_2_tp50.0_sl10.0,1,1420.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-03-31\_summary_net.json,3
2026-04-01,2026-04-01T19:22:47.181535,open,,,,,GBPAUD_C,breakout_R_2_tp10.0_sl20.0,1,880.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-01\_summary_net_pre_auto_archive.json,3
2026-04-02,2026-04-02T22:15:06.738824,open,,,,,EURNZD_C,breakout_R_2_tp30.0_sl50.0,1,1120.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-02\_summary_net_pre_auto_archive.json,3
2026-04-03,2026-04-03T16:56:03.833090,open,,,,,GBPNZD_C,breakout_R_2_tp30.0_sl10.0,1,560.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-03\_summary_net_pre_auto_archive.json,3
2026-04-04,2026-04-04T23:59:58.077919,open,,,,,EURNZD_C,breakout_R_2_tp20.0_sl10.0,1,-20.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-04\_summary_net.json,3
2026-04-05,2026-04-05T23:59:57.386259,open,,,,,EURNZD_C,breakout_R_2_tp30.0_sl10.0,1,280.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-05\_summary_net.json,3
2026-04-06,2026-04-06T18:21:36.397902,open,,,,,GBPEUR_C,breakout_2_tp20.0_sl30.0,1,540.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-06\_summary_net_pre_auto_archive.json,3
2026-04-06,2026-04-06T23:59:49.016204,replace,GBPEUR_C,breakout_2_tp20.0_sl30.0,57,220.0,GBPAUD_C,breakout_2_tp20.0_sl10.0,1,520.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-06\_summary_net.json,3
2026-04-07,2026-04-07T11:25:55.269505,open,,,,,EURAUD_C,breakout_R_2_tp20.0_sl10.0,1,360.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-07\_summary_net_pre_auto_archive.json,3
2026-04-07,2026-04-07T23:59:47.558396,replace,EURAUD_C,breakout_R_2_tp20.0_sl10.0,14,520.0,GBPAUD_C,breakout_R_2_tp30.0_sl10.0,1,820.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-07\_summary_net.json,3
2026-04-08,2026-04-08T13:07:35.312531,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl10.0,1,720.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-08\_summary_net_pre_auto_archive.json,3
2026-04-09,2026-04-09T16:32:35.519274,open,,,,,GBPAUD_C,breakout_R_2_tp20.0_sl20.0,1,1255.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-09\_summary_net_pre_auto_archive.json,3
2026-04-10,2026-04-10T12:52:00.821411,open,,,,,GBPNZD_C,breakout_R_2_tp30.0_sl20.0,1,800.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-10\_summary_net_pre_auto_archive.json,3
2026-04-12,2026-04-12T23:59:46.324343,open,,,,,EURAUD_C,breakout_2_tp30.0_sl20.0,1,205.0,C:\Users\edebe\eds\TradeApps\breakout\fs\json\live\forex\2026-04-12\_summary_net.json,3
